Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
202579,SDGSUICIDE,COUNTRY,CRI,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,19.6,19.59,,,,2021-07-06T14:15:17Z,2019,2019-01-01,2019-12-31
203766,SDGSUICIDE,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.3 [1.9-5.0],3.28665,1.862,4.97931,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
203813,SDGSUICIDE,COUNTRY,NOR,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,5.3,5.33,,,,2021-07-16T09:26:01Z,2019,2019-01-01,2019-12-31
204528,SDGSUICIDE,COUNTRY,KEN,AFR,Africa,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.6 [4.9-9.2],6.57962,4.94342,9.22185,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
207570,SDGSUICIDE,COUNTRY,GRD,AMR,Americas,YEAR,2004,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.6 [4.6-6.7],5.6155,4.59226,6.70212,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
208330,SDGSUICIDE,COUNTRY,SVK,EUR,Europe,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,23.9 [20.1-28.2],23.88163,20.06228,28.18342,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
208894,SDGSUICIDE,COUNTRY,ZMB,AFR,Africa,YEAR,2001,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.6 [4.0-9.5],6.62811,4.04442,9.50305,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
209033,SDGSUICIDE,COUNTRY,SLE,AFR,Africa,YEAR,2020,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.1 [2.1-7.1],4.08816,2.12329,7.10626,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
209150,SDGSUICIDE,COUNTRY,ECU,AMR,Americas,YEAR,2006,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.5 [8.9-12.2],10.47918,8.88575,12.24257,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
209424,SDGSUICIDE,COUNTRY,TKM,EUR,Europe,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.5 [6.0-8.0],7.54551,5.98676,7.98666,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
209964,SDGSUICIDE,COUNTRY,CAF,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS35-44,,,,,21.6,21.56,,,,2021-07-06T14:14:34Z,2019,2019-01-01,2019-12-31
210178,SDGSUICIDE,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-19,,,,,6.8,6.75,,,,2021-07-16T09:25:59Z,2019,2019-01-01,2019-12-31
210622,SDGSUICIDE,COUNTRY,ARG,AMR,Americas,YEAR,2011,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.6 [7.6-9.6],8.62889,7.64548,9.60988,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
211530,SDGSUICIDE,COUNTRY,SRB,EUR,Europe,YEAR,2003,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,34.1 [28.6-41.6],34.10272,28.58257,41.56378,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
211669,SDGSUICIDE,COUNTRY,NIC,AMR,Americas,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.7 [6.5-11.0],8.70695,6.48512,11.02303,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
211732,SDGSUICIDE,COUNTRY,JPN,WPR,Western Pacific,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,17.4 [16.2-18.2],17.43069,16.1553,18.1774,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
212123,SDGSUICIDE,COUNTRY,ZWE,AFR,Africa,YEAR,2002,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,14.0 [7.5-21.5],13.98509,7.49284,21.47239,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
212337,SDGSUICIDE,COUNTRY,POL,EUR,Europe,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,30.9 [30.1-32.4],30.94426,30.11429,32.43229,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
212351,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-29,,,,,1.3,1.26,,,,2021-07-16T09:22:31Z,2019,2019-01-01,2019-12-31
213480,SDGSUICIDE,COUNTRY,SLV,AMR,Americas,YEAR,2008,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.4 [2.6-4.2],3.35939,2.57034,4.22761,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
213975,SDGSUICIDE,REGION,WPR,,,YEAR,2017,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.2 [7.2-11.5],9.24368,7.24097,11.549,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
214758,SDGSUICIDE,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2004,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.7 [2.0-5.9],3.68494,1.99242,5.94822,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
214773,SDGSUICIDE,COUNTRY,TGO,AFR,Africa,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.3 [5.3-14.6],9.3404,5.25486,14.61872,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
215703,SDGSUICIDE,COUNTRY,VCT,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,1.5,1.46,,,,2021-07-16T09:22:32Z,2019,2019-01-01,2019-12-31
215964,SDGSUICIDE,COUNTRY,UZB,EUR,Europe,YEAR,2004,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.0 [11.1-15.3],12.99641,11.05515,15.30539,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
216394,SDGSUICIDE,COUNTRY,CUB,AMR,Americas,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.2 [5.5-7.0],6.21321,5.45851,6.98863,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
216772,SDGSUICIDE,COUNTRY,KHM,WPR,Western Pacific,YEAR,2008,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.9 [3.9-9.1],5.9191,3.93441,9.12657,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
217275,SDGSUICIDE,COUNTRY,IND,SEAR,South-East Asia,YEAR,2018,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,14.3 [10.9-16.5],14.31066,10.92897,16.49003,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
217842,SDGSUICIDE,COUNTRY,MNE,EUR,Europe,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,24.4 [19.2-30.6],24.3802,19.16561,30.61892,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
217992,SDGSUICIDE,COUNTRY,CHL,AMR,Americas,YEAR,2017,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.4 [2.9-3.8],3.38439,2.93346,3.81157,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
219128,SDGSUICIDE,REGION,EMR,,,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.6 [3.3-8.7],5.55644,3.32205,8.73324,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
219967,SDGSUICIDE,COUNTRY,LUX,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,3.7,3.69,,,,2021-07-06T14:14:21Z,2019,2019-01-01,2019-12-31
220076,SDGSUICIDE,COUNTRY,SYC,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,19.2,19.21,,,,2021-07-06T14:16:28Z,2019,2019-01-01,2019-12-31
220180,SDGSUICIDE,COUNTRY,CAF,AFR,Africa,YEAR,2003,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.3 [6.2-17.1],11.32143,6.22766,17.13435,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
221363,SDGSUICIDE,COUNTRY,VNM,WPR,Western Pacific,YEAR,2015,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.8 [7.0-17.1],10.84904,6.96839,17.09891,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
222134,SDGSUICIDE,COUNTRY,USA,AMR,Americas,YEAR,2002,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.9 [4.7-5.2],4.94163,4.73208,5.17907,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
222289,SDGSUICIDE,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.5 [0.3-0.6],0.45262,0.30093,0.62666,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
222549,SDGSUICIDE,COUNTRY,MLI,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS65-74,,,,,29.5,29.48,,,,2021-07-06T14:15:45Z,2019,2019-01-01,2019-12-31
222562,SDGSUICIDE,COUNTRY,AUT,EUR,Europe,YEAR,2000,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,19.8 [17.8-21.7],19.75339,17.77807,21.73794,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
222642,SDGSUICIDE,COUNTRY,MUS,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,14,14.04,,,,2021-07-16T09:22:26Z,2019,2019-01-01,2019-12-31
223072,SDGSUICIDE,COUNTRY,DEU,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.4 [5.6-7.1],6.38978,5.63096,7.10711,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
223149,SDGSUICIDE,COUNTRY,BIH,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS30-49,,,,,10.5,10.5,,,,2021-07-16T09:31:21Z,2019,2019-01-01,2019-12-31
223672,SDGSUICIDE,COUNTRY,ERI,AFR,Africa,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.7 [4.1-11.5],6.74318,4.09588,11.46783,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
224034,SDGSUICIDE,COUNTRY,LSO,AFR,Africa,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,28.7 [16.7-50.7],28.66132,16.6929,50.71786,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
224103,SDGSUICIDE,COUNTRY,BRB,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,0,0,,,,2021-07-06T14:15:16Z,2019,2019-01-01,2019-12-31
224152,SDGSUICIDE,COUNTRY,BRB,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS45-54,,,,,0.7,0.71,,,,2021-07-06T14:14:56Z,2019,2019-01-01,2019-12-31
224402,SDGSUICIDE,COUNTRY,AUS,WPR,Western Pacific,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS25-34,,,,,14.4,14.36,,,,2021-07-06T14:14:09Z,2019,2019-01-01,2019-12-31
224776,SDGSUICIDE,COUNTRY,DZA,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,3.3,3.25,,,,2021-07-06T14:15:18Z,2019,2019-01-01,2019-12-31
225712,SDGSUICIDE,COUNTRY,BWA,AFR,Africa,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,20.6 [12.4-34.0],20.56981,12.37363,34.02802,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
225891,SDGSUICIDE,COUNTRY,KHM,WPR,Western Pacific,YEAR,2015,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.1 [3.9-9.6],6.09548,3.87391,9.58946,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
226039,SDGSUICIDE,REGION,EUR,,,YEAR,2010,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.7 [6.0-7.4],6.7446,6.04971,7.36722,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
227522,SDGSUICIDE,REGION,EMR,,,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.3 [2.5-7.0],4.3407,2.49182,7.02093,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
228408,SDGSUICIDE,COUNTRY,SLV,AMR,Americas,YEAR,2011,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.8 [2.9-4.8],3.75809,2.85324,4.75843,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
229424,SDGSUICIDE,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,9.3,9.26,,,,2021-07-06T14:15:48Z,2019,2019-01-01,2019-12-31
230483,SDGSUICIDE,COUNTRY,NIC,AMR,Americas,YEAR,2007,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.8 [6.6-11.0],8.79233,6.60627,11.00473,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
231081,SDGSUICIDE,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.2 [5.8-16.5],10.18835,5.8102,16.49777,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
231951,SDGSUICIDE,COUNTRY,BRN,WPR,Western Pacific,YEAR,2012,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.6 [1.1-2.2],1.61254,1.10485,2.22917,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
233390,SDGSUICIDE,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2010,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.3 [4.9-7.5],6.29398,4.85475,7.52772,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
233784,SDGSUICIDE,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.0 [5.1-6.7],6.0382,5.10725,6.67665,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
234826,SDGSUICIDE,COUNTRY,FSM,WPR,Western Pacific,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,37.1,37.13,,,,2021-07-06T14:14:58Z,2019,2019-01-01,2019-12-31
235391,SDGSUICIDE,COUNTRY,AZE,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.4 [1.0-1.9],1.43088,0.99303,1.90162,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
235439,SDGSUICIDE,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.4 [6.2-8.3],7.36879,6.18562,8.25586,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
235838,SDGSUICIDE,COUNTRY,ECU,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS35-44,,,,,8.2,8.19,,,,2021-07-06T14:14:37Z,2019,2019-01-01,2019-12-31
235860,SDGSUICIDE,COUNTRY,CYP,EUR,Europe,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.2 [1.4-3.1],2.1882,1.37221,3.10638,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
236302,SDGSUICIDE,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.3 [2.5-6.9],4.26508,2.49054,6.91721,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
237269,SDGSUICIDE,COUNTRY,STP,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS35-44,,,,,1.2,1.17,,,,2021-07-06T14:14:50Z,2019,2019-01-01,2019-12-31
237570,SDGSUICIDE,COUNTRY,MNE,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS30-49,,,,,27.4,27.44,,,,2021-07-16T09:31:30Z,2019,2019-01-01,2019-12-31
237830,SDGSUICIDE,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.7 [1.8-3.9],2.71265,1.82357,3.88965,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
238769,SDGSUICIDE,COUNTRY,MUS,AFR,Africa,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,15.3 [12.8-17.3],15.32476,12.81689,17.30967,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
238772,SDGSUICIDE,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.2 [0.9-1.6],1.22135,0.85012,1.63393,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
239332,SDGSUICIDE,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.1 [2.0-4.5],3.09293,1.99905,4.5001,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
239745,SDGSUICIDE,COUNTRY,KEN,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.2 [1.5-3.2],2.18097,1.4799,3.19635,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
240033,SDGSUICIDE,COUNTRY,BRB,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.2 [1.0-1.5],1.20645,0.9686,1.48974,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
241320,SDGSUICIDE,COUNTRY,JPN,WPR,Western Pacific,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.8 [12.7-14.6],13.79991,12.74482,14.56655,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
241959,SDGSUICIDE,COUNTRY,FSM,WPR,Western Pacific,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,20.6,20.65,,,,2021-07-16T09:25:54Z,2019,2019-01-01,2019-12-31
242176,SDGSUICIDE,COUNTRY,LAO,WPR,Western Pacific,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,5.2,5.22,,,,2021-07-06T14:15:44Z,2019,2019-01-01,2019-12-31
242353,SDGSUICIDE,COUNTRY,SRB,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-29,,,,,1.4,1.44,,,,2021-07-16T09:22:29Z,2019,2019-01-01,2019-12-31
242845,SDGSUICIDE,COUNTRY,CZE,EUR,Europe,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,27.4 [24.9-30.0],27.41615,24.93849,30.00296,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
242989,SDGSUICIDE,COUNTRY,VEN,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.7 [9.4-16.6],12.66889,9.42295,16.61145,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
243147,SDGSUICIDE,COUNTRY,CIV,AFR,Africa,YEAR,2007,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.2 [6.0-13.9],9.20605,6.02908,13.88255,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
243613,SDGSUICIDE,COUNTRY,NER,AFR,Africa,YEAR,2011,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.3 [2.2-7.9],4.27352,2.22833,7.93346,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
244269,SDGSUICIDE,COUNTRY,LAO,WPR,Western Pacific,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.6 [4.0-10.4],6.64234,4.01875,10.41466,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
245514,SDGSUICIDE,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2020,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.7 [0.4-1.0],0.66113,0.43776,0.95948,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
245616,SDGSUICIDE,COUNTRY,URY,AMR,Americas,YEAR,2000,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.6 [4.9-6.6],5.63967,4.88991,6.60738,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
245625,SDGSUICIDE,COUNTRY,CPV,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS75-84,,,,,55.5,55.53,,,,2021-07-06T14:15:57Z,2019,2019-01-01,2019-12-31
246658,SDGSUICIDE,COUNTRY,ZMB,AFR,Africa,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.1 [5.7-12.8],9.10363,5.65728,12.83098,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
247555,SDGSUICIDE,COUNTRY,VCT,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,0,0,,,,2021-07-06T14:16:29Z,2019,2019-01-01,2019-12-31
247582,SDGSUICIDE,COUNTRY,RWA,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.3 [4.6-13.2],8.2857,4.64983,13.23694,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
247909,SDGSUICIDE,COUNTRY,COG,AFR,Africa,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.9 [2.7-7.6],4.8993,2.73141,7.59504,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
248825,SDGSUICIDE,COUNTRY,HUN,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.2 [7.2-9.4],8.23994,7.15901,9.38401,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
249161,SDGSUICIDE,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,9.2,9.16,,,,2021-07-06T14:15:08Z,2019,2019-01-01,2019-12-31
249182,SDGSUICIDE,COUNTRY,UKR,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,51.4,51.44,,,,2021-07-06T14:15:52Z,2019,2019-01-01,2019-12-31
249293,SDGSUICIDE,COUNTRY,LTU,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,11.3,11.32,,,,2021-07-06T14:15:24Z,2019,2019-01-01,2019-12-31
249583,SDGSUICIDE,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,64.9,64.87,,,,2021-07-06T14:16:25Z,2019,2019-01-01,2019-12-31
250463,SDGSUICIDE,COUNTRY,ARG,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,4.1,4.06,,,,2021-07-06T14:14:09Z,2019,2019-01-01,2019-12-31
250964,SDGSUICIDE,COUNTRY,GMB,AFR,Africa,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.8 [3.4-12.5],6.75326,3.36802,12.50367,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
252658,SDGSUICIDE,COUNTRY,UGA,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.1 [1.6-5.1],3.14838,1.60945,5.07487,,2025-01-10T10:52:31Z,2002,2002-01-01,2002-12-31
252962,SDGSUICIDE,COUNTRY,HUN,EUR,Europe,YEAR,2009,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,41.0 [37.6-44.7],40.98403,37.59622,44.72118,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
253203,SDGSUICIDE,COUNTRY,BLR,EUR,Europe,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,37.2 [33.1-43.4],37.20501,33.14371,43.38929,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
253358,SDGSUICIDE,COUNTRY,SYC,AFR,Africa,YEAR,2013,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.4 [4.9-9.1],7.37936,4.94007,9.12592,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
